surface_name	site_name	species_name	formation_energy	frequencies	reference
Pd	111	CH-H--OH	2.73	[3706.3, 3007.5, 1394.4, 1024.0, 689.1, 637.2, 578.4, 565.0, 458.1, 357.0, 325.4, 317.0, 211.0, 58.4]	This work
Pt	111	CH-H--OH	2.72	[3706.3, 3007.5, 1394.4, 1024.0, 689.1, 637.2, 578.4, 565.0, 458.1, 357.0, 325.4, 317.0, 211.0, 58.4]	This work
Rh	111	CH-H--OH	2.05	[3706.3, 3007.5, 1394.4, 1024.0, 689.1, 637.2, 578.4, 565.0, 458.1, 357.0, 325.4, 317.0, 211.0, 58.4]	This work
Ag	111	C-H	6.95	[1238.2, 658.6, 495.8, 434.6, 346.4]	This work
Cu	111	C-H	5.06	[1238.2, 658.6, 495.8, 434.6, 346.4]	This work
Pd	111	C-H	2.84	[1238.2, 658.6, 495.8, 434.6, 346.4]	This work
Pt	111	C-H	2.58	[1238.2, 658.6, 495.8, 434.6, 346.4]	This work
Rh	111	C-H	2.42	[1238.2, 658.6, 495.8, 434.6, 346.4]	This work
Ag	111	C-H--O	7.82	[1314.1, 944.6, 512.4, 434.9, 416.8, 365.1, 275.1, 205.9]	This work
Cu	111	C-H--O	5.75	[1314.1, 944.6, 512.4, 434.9, 416.8, 365.1, 275.1, 205.9]	This work
Pd	111	C-H--O	4.47	[1314.1, 944.6, 512.4, 434.9, 416.8, 365.1, 275.1, 205.9]	This work
Pt	111	C-H--O	4.57	[1314.1, 944.6, 512.4, 434.9, 416.8, 365.1, 275.1, 205.9]	This work
Rh	111	C-H--O	3.53	[1314.1, 944.6, 512.4, 434.9, 416.8, 365.1, 275.1, 205.9]	This work
Ag	111	C-H--OH	6.29	[3705.1, 1298.0, 1012.1, 688.3, 613.0, 435.1, 420.5, 358.6, 310.2, 215.0, 12.2]	This work
Cu	111	C-H--OH	4.72	[3705.1, 1298.0, 1012.1, 688.3, 613.0, 435.1, 420.5, 358.6, 310.2, 215.0, 12.2]	This work
Pd	111	C-H--OH	2.95	[3705.1, 1298.0, 1012.1, 688.3, 613.0, 435.1, 420.5, 358.6, 310.2, 215.0, 12.2]	This work
Pt	111	C-H--OH	3.02	[3705.1, 1298.0, 1012.1, 688.3, 613.0, 435.1, 420.5, 358.6, 310.2, 215.0, 12.2]	This work
Rh	111	C-H--OH	2.45	[3705.1, 1298.0, 1012.1, 688.3, 613.0, 435.1, 420.5, 358.6, 310.2, 215.0, 12.2]	This work
Ag	111	CH3-O	4.32	[3244.9, 3181.7, 3038.3, 1414.3, 1401.6, 1069.5, 757.1, 664.9, 366.3, 303.9, 253.0, 204.6, 104.5, 76.7]	This work
Cu	111	CH3-O	3.26	[3244.9, 3181.7, 3038.3, 1414.3, 1401.6, 1069.5, 757.1, 664.9, 366.3, 303.9, 253.0, 204.6, 104.5, 76.7]	This work
Pd	111	CH3-O	3.49	[3244.9, 3181.7, 3038.3, 1414.3, 1401.6, 1069.5, 757.1, 664.9, 366.3, 303.9, 253.0, 204.6, 104.5, 76.7]	This work
Pt	111	CH3-O	3.86	[3244.9, 3181.7, 3038.3, 1414.3, 1401.6, 1069.5, 757.1, 664.9, 366.3, 303.9, 253.0, 204.6, 104.5, 76.7]	This work
Rh	111	CH3-O	2.92	[3244.9, 3181.7, 3038.3, 1414.3, 1401.6, 1069.5, 757.1, 664.9, 366.3, 303.9, 253.0, 204.6, 104.5, 76.7]	This work
Ag	111	CH2-H-O	2.98	[2910.6, 2861.6, 1605.7, 1454.8, 1258.9, 1196.2, 816.9, 665.0, 440.3, 372.1, 237.8, 102.1, 74.4, 48.7]	This work
Cu	111	CH2-H-O	2.65	[2910.6, 2861.6, 1605.7, 1454.8, 1258.9, 1196.2, 816.9, 665.0, 440.3, 372.1, 237.8, 102.1, 74.4, 48.7]	This work
Pd	111	CH2-H-O	2.47	[2910.6, 2861.6, 1605.7, 1454.8, 1258.9, 1196.2, 816.9, 665.0, 440.3, 372.1, 237.8, 102.1, 74.4, 48.7]	This work
Pt	111	CH2-H-O	2.79	[2910.6, 2861.6, 1605.7, 1454.8, 1258.9, 1196.2, 816.9, 665.0, 440.3, 372.1, 237.8, 102.1, 74.4, 48.7]	This work
Rh	111	CH2-H-O	2.06	[2910.6, 2861.6, 1605.7, 1454.8, 1258.9, 1196.2, 816.9, 665.0, 440.3, 372.1, 237.8, 102.1, 74.4, 48.7]	This work
Ag	111	CH2-OH	4.39	[3641.0, 3125.9, 3042.3, 1359.6, 896.0, 732.5, 680.5, 562.7, 478.6, 384.4, 321.2, 164.3, 94.5, 73.1]	This work
Cu	111	CH2-OH	3.52	[3641.0, 3125.9, 3042.3, 1359.6, 896.0, 732.5, 680.5, 562.7, 478.6, 384.4, 321.2, 164.3, 94.5, 73.1]	This work
Pd	111	CH2-OH	2.9	[3641.0, 3125.9, 3042.3, 1359.6, 896.0, 732.5, 680.5, 562.7, 478.6, 384.4, 321.2, 164.3, 94.5, 73.1]	This work
Pt	111	CH2-OH	2.84	[3641.0, 3125.9, 3042.3, 1359.6, 896.0, 732.5, 680.5, 562.7, 478.6, 384.4, 321.2, 164.3, 94.5, 73.1]	This work
Rh	111	CH2-OH	2.44	[3641.0, 3125.9, 3042.3, 1359.6, 896.0, 732.5, 680.5, 562.7, 478.6, 384.4, 321.2, 164.3, 94.5, 73.1]	This work
Ag	111	CH2O-H	3.57	[3060.1, 2962.9, 1572.8, 1416.6, 1199.1, 978.9, 671.7, 379.4, 262.5, 213.8, 91.2, 65.2, 61.8, 30.9]	This work
Cu	111	CH2O-H	3.18	[3060.1, 2962.9, 1572.8, 1416.6, 1199.1, 978.9, 671.7, 379.4, 262.5, 213.8, 91.2, 65.2, 61.8, 30.9]	This work
Pd	111	CH2O-H	2.42	[3060.1, 2962.9, 1572.8, 1416.6, 1199.1, 978.9, 671.7, 379.4, 262.5, 213.8, 91.2, 65.2, 61.8, 30.9]	This work
Pt	111	CH2O-H	2.19	[3060.1, 2962.9, 1572.8, 1416.6, 1199.1, 978.9, 671.7, 379.4, 262.5, 213.8, 91.2, 65.2, 61.8, 30.9]	This work
Rh	111	CH2O-H	2.2	[3060.1, 2962.9, 1572.8, 1416.6, 1199.1, 978.9, 671.7, 379.4, 262.5, 213.8, 91.2, 65.2, 61.8, 30.9]	This work
Ag	111	CH-H-OH	4.39	[3641.9, 2992.6, 1377.8, 1353.4, 1202.0, 1013.0, 865.9, 562.5, 412.9, 334.3, 239.8, 162.5, 86.6, 62.9]	This work
Cu	111	CH-H-OH	3.47	[3641.9, 2992.6, 1377.8, 1353.4, 1202.0, 1013.0, 865.9, 562.5, 412.9, 334.3, 239.8, 162.5, 86.6, 62.9]	This work
Pd	111	CH-H-OH	2.84	[3641.9, 2992.6, 1377.8, 1353.4, 1202.0, 1013.0, 865.9, 562.5, 412.9, 334.3, 239.8, 162.5, 86.6, 62.9]	This work
Pt	111	CH-H-OH	2.65	[3641.9, 2992.6, 1377.8, 1353.4, 1202.0, 1013.0, 865.9, 562.5, 412.9, 334.3, 239.8, 162.5, 86.6, 62.9]	This work
Rh	111	CH-H-OH	2.08	[3641.9, 2992.6, 1377.8, 1353.4, 1202.0, 1013.0, 865.9, 562.5, 412.9, 334.3, 239.8, 162.5, 86.6, 62.9]	This work
Ag	111	CH-OH	5.65	[3636.7, 3097.8, 904.1, 727.9, 609.3, 467.3, 367.9, 347.1, 256.7, 171.2, 119.7]	This work
Cu	111	CH-OH	4.27	[3636.7, 3097.8, 904.1, 727.9, 609.3, 467.3, 367.9, 347.1, 256.7, 171.2, 119.7]	This work
Pd	111	CH-OH	3.06	[3636.7, 3097.8, 904.1, 727.9, 609.3, 467.3, 367.9, 347.1, 256.7, 171.2, 119.7]	This work
Pt	111	CH-OH	2.93	[3636.7, 3097.8, 904.1, 727.9, 609.3, 467.3, 367.9, 347.1, 256.7, 171.2, 119.7]	This work
Rh	111	CH-OH	2.46	[3636.7, 3097.8, 904.1, 727.9, 609.3, 467.3, 367.9, 347.1, 256.7, 171.2, 119.7]	This work
Ag	111	CHO-H	4.34	[2932.0, 1426.8, 1280.5, 1067.2, 859.8, 606.8, 443.5, 306.4, 179.6, 107.0, 103.1]	This work
Cu	111	CHO-H	3.66	[2932.0, 1426.8, 1280.5, 1067.2, 859.8, 606.8, 443.5, 306.4, 179.6, 107.0, 103.1]	This work
Pd	111	CHO-H	2.77	[2932.0, 1426.8, 1280.5, 1067.2, 859.8, 606.8, 443.5, 306.4, 179.6, 107.0, 103.1]	This work
Pt	111	CHO-H	2.6	[2932.0, 1426.8, 1280.5, 1067.2, 859.8, 606.8, 443.5, 306.4, 179.6, 107.0, 103.1]	This work
Rh	111	CHO-H	2.52	[2932.0, 1426.8, 1280.5, 1067.2, 859.8, 606.8, 443.5, 306.4, 179.6, 107.0, 103.1]	This work
Ag	111	C-H-OH	5.54	[3668.5, 1664.9, 1214.9, 1048.7, 633.0, 489.2, 299.9, 282.1, 161.9, 141.5, 179.1]	This work
Cu	111	C-H-OH	3.82	[3668.5, 1664.9, 1214.9, 1048.7, 633.0, 489.2, 299.9, 282.1, 161.9, 141.5, 179.1]	This work
Pd	111	C-H-OH	2.67	[3668.5, 1664.9, 1214.9, 1048.7, 633.0, 489.2, 299.9, 282.1, 161.9, 141.5, 179.1]	This work
Pt	111	C-H-OH	2.72	[3668.5, 1664.9, 1214.9, 1048.7, 633.0, 489.2, 299.9, 282.1, 161.9, 141.5, 179.1]	This work
Rh	111	C-H-OH	2.17	[3668.5, 1664.9, 1214.9, 1048.7, 633.0, 489.2, 299.9, 282.1, 161.9, 141.5, 179.1]	This work
Ag	111	CH-O	7.01	[3116.8, 874.8, 638.1, 475.2, 432.3, 391.2, 332.3, 172.6]	This work
Cu	111	CH-O	4.92	[3116.8, 874.8, 638.1, 475.2, 432.3, 391.2, 332.3, 172.6]	This work
Pd	111	CH-O	4.07	[3116.8, 874.8, 638.1, 475.2, 432.3, 391.2, 332.3, 172.6]	This work
Pt	111	CH-O	4.21	[3116.8, 874.8, 638.1, 475.2, 432.3, 391.2, 332.3, 172.6]	This work
Rh	111	CH-O	3.29	[3116.8, 874.8, 638.1, 475.2, 432.3, 391.2, 332.3, 172.6]	This work
Ag	111	H-CO	3.72	[1739.3, 1200.4, 647.5, 305.1, 213.4, 189.8, 125.6, 80.3]	This work
Cu	111	H-CO	3.11	[1739.3, 1200.4, 647.5, 305.1, 213.4, 189.8, 125.6, 80.3]	This work
Pd	111	H-CO	2.25	[1739.3, 1200.4, 647.5, 305.1, 213.4, 189.8, 125.6, 80.3]	This work
Pt	111	H-CO	2.39	[1739.3, 1200.4, 647.5, 305.1, 213.4, 189.8, 125.6, 80.3]	This work
Rh	111	H-CO	2.15	[1739.3, 1200.4, 647.5, 305.1, 213.4, 189.8, 125.6, 80.3]	This work
Ag	111	C-OH	7.31	[3634.2, 657.7, 500.8, 385.6, 378.9, 304.6, 242.4, 95.9]	This work
Cu	111	C-OH	5.64	[3634.2, 657.7, 500.8, 385.6, 378.9, 304.6, 242.4, 95.9]	This work
Pd	111	C-OH	3.82	[3634.2, 657.7, 500.8, 385.6, 378.9, 304.6, 242.4, 95.9]	This work
Pt	111	C-OH	3.76	[3634.2, 657.7, 500.8, 385.6, 378.9, 304.6, 242.4, 95.9]	This work
Rh	111	C-OH	3.27	[3634.2, 657.7, 500.8, 385.6, 378.9, 304.6, 242.4, 95.9]	This work
Ag	111	CO-H	5.5	[1695.8, 757.8, 325.1, 278.1, 277.1, 113.9, 72.7, 400.2]	This work
Cu	111	CO-H	4.39	[1695.8, 757.8, 325.1, 278.1, 277.1, 113.9, 72.7, 400.2]	This work
Pd	111	CO-H	2.8	[1695.8, 757.8, 325.1, 278.1, 277.1, 113.9, 72.7, 400.2]	This work
Pt	111	CO-H	2.73	[1695.8, 757.8, 325.1, 278.1, 277.1, 113.9, 72.7, 400.2]	This work
Rh	111	CO-H	2.64	[1695.8, 757.8, 325.1, 278.1, 277.1, 113.9, 72.7, 400.2]	This work
Ag	111	CO-O	4.87	[1978.7, 510.5, 378.6, 334.0, 306.1, 230.1, 87.4, 49.3]	This work
Cu	111	CO-O	3.86	[1978.7, 510.5, 378.6, 334.0, 306.1, 230.1, 87.4, 49.3]	This work
Pd	111	CO-O	3.74	[1978.7, 510.5, 378.6, 334.0, 306.1, 230.1, 87.4, 49.3]	This work
Pt	111	CO-O	3.87	[1978.7, 510.5, 378.6, 334.0, 306.1, 230.1, 87.4, 49.3]	This work
Rh	111	CO-O	2.96	[1978.7, 510.5, 378.6, 334.0, 306.1, 230.1, 87.4, 49.3]	This work

